longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-0.7384299669245641,1.3267039127837812,-1.8151530533112084,2.0250521879024146,1.0069384600880973,0.8119489712972069,1.1292919422289887,2.270450908191524,0,1,0,0,0,263100.0
-1.1428396550414837,0.9310192357502916,-0.1352221694491016,-0.48824715495434756,-0.7126598040623158,-0.7463573155558345,-0.7546798870848561,1.4818955657617,0,1,0,0,0,278500.0
0.5646679170077287,-0.7541319770276244,-0.4552090044704552,0.5551701061637879,1.8751317259492541,0.527740653593349,1.9438404318904832,-0.5912754842916889,1,0,0,0,0,277500.0
0.7394128439718336,-0.7680973185699833,0.02477124806157525,-0.24753145620411468,0.059600504245122136,0.5770151606875163,0.10979254226556913,-0.6662403490037399,1,0,0,0,0,189200.0
-1.217730338026094,0.7680902510894458,0.34475808308292893,-0.017240453069049342,-0.2521816078044646,-0.17706077823572283,-0.2186544293721304,1.8763816657014838,1,0,0,0,0,340100.0
1.0789172735020824,-0.8006831155021531,0.5047515005936057,-0.39584644381990775,-0.5135989171383488,-0.2967274383215578,-0.3894468546237342,0.3709009859559446,0,1,0,0,0,113900.0
0.8692233611451609,-0.8937853924512074,-0.2952155869597784,-0.37025855458267826,0.0907787154500808,-0.004600003406137247,0.08088920876145157,-0.283843115106493,1,0,0,0,0,112500.0
-2.256214475412748,2.253071568426891,1.0647284618809745,-0.10395496659521591,0.03321894091784941,-0.1154676443680137,0.007317087114606874,-1.293332905899916,1,0,0,0,0,57500.0
-1.3525335673984054,1.038086854241708,1.8646955494343587,-0.48729945535296865,-0.45603914260611744,-0.6495681051922916,-0.46039140049747723,-0.33449129525022336,0,0,0,1,0,229100.0
-1.4823440845717326,1.0846379927162368,0.4247547918382673,0.3348299488432007,0.03801558879553536,-0.0292372569532209,0.2201507247358362,0.889541129677411,0,0,0,1,0,319900.0
0.6595294487882394,-0.7075808385530956,0.02477124806157525,0.3940611739293801,1.6376976560037997,2.3429782988659773,1.8492477040588258,-0.9431726481160995,1,0,0,0,0,248100.0
1.7179844349707938,-0.670339927773474,0.2647613743275905,0.3310391504376853,1.6520875996368576,-0.5879749713245824,-0.371053824212023,-1.2116288457503588,0,1,0,0,0,47800.0
-1.217730338026094,0.6144714941235006,0.5047515005936057,-0.7327536521100959,-0.6622950013466132,-0.7736342748401056,-0.6942456443035193,-0.6297653221512592,0,0,0,0,1,217500.0
0.6295731755943995,-0.7215461800954546,0.34475808308292893,1.2015012343041769,2.184515514059998,0.8559440669169991,2.077846796318665,-0.2589706206051822,1,0,0,0,0,435700.0
0.6645221609872162,-0.7494768631801725,1.8646955494343587,0.09790504849848332,3.3692875398484277,0.7046009379849137,2.9002780132994643,-2.0436068391950415,1,0,0,0,0,350000.0
1.2286986394713102,-1.3313660941117735,0.18476466557225207,-0.4133788864454168,-0.47282741017801827,-0.4859063494866644,-0.41046746080854696,0.13447333571024478,0,0,0,0,1,166300.0
0.7743618293646503,-0.833268912434323,-1.0151859657578242,-0.1390198518462341,-0.35051288929702656,-0.05563431432509625,-0.3001092783382799,1.6056327520936398,1,0,0,0,0,277600.0
-1.3125918698066046,1.0055010573095382,1.8646955494343587,-0.10632421559866309,-0.494412325627605,-0.5439798757047901,-0.39732958194303897,2.387170994119463,0,0,0,1,0,331400.0
-0.8033352255112277,1.4011857343430278,-1.0151859657578242,-0.4005849418268021,-0.6119301986309108,-0.5791759522006239,-0.5891426133794555,0.8323621828210457,0,1,0,0,0,147000.0
-0.0694065322620058,0.8006760480216156,-1.0151859657578242,-0.2219435669668852,-0.2761648471928943,-0.38911713912312146,-0.34740564225410864,-0.702993280822716,0,1,0,0,0,103700.0
0.8143035269564438,-0.819303570891964,-1.0951826745131625,0.21684134847153144,-0.14425703055653072,0.21801518043001153,-0.008448367524002704,2.2398813618770643,1,0,0,0,0,372600.0
-1.3425481430004516,1.0334317403942563,1.8646955494343587,0.3604178380804302,0.2610597151079321,-0.17530097441093115,0.31474345256749364,0.460177956442493,0,0,0,1,0,284900.0
0.8093108147574741,-0.8611995955190376,0.5047515005936057,-0.28591329005995886,-0.5112005931995058,-0.01955833591686661,-0.4498810974050709,0.8023484464395753,1,0,0,0,0,180000.0
-1.3824898405922452,0.8937783249706699,0.10476795681691366,1.1560116534379912,2.457924443088097,0.6139710410081418,2.7189752849554543,-0.1890080452900426,0,0,0,0,1,345000.0
-0.6285902985471299,1.0520521957840672,-0.1352221694491016,-1.008534236111347,-1.0915949863995058,-1.0877592575654225,-1.1277956468652828,-0.1984568141508759,0,1,0,0,0,208300.0
-1.2526793234189177,1.0473970819366119,-0.8551925482471473,3.305868199165957,2.1965071337542126,1.8079979361293033,2.3090734643516053,2.4112097737212888,0,0,0,1,0,306900.0
0.7194419951759332,-0.8379240262817749,1.2247218793916514,-0.5512691784460424,-0.6766849449796711,-0.6038132057477076,-0.7047559473959257,0.6989677989034011,1,0,0,0,0,213400.0
